Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child,FileSize
,Maryland LiDAR Carroll County - Aspect,"MD/PA Sandy Supplemental Lidar Data Acquisition and Processing Production Task USGS Contract No. G10PC00057 Task Order No. G14PD00397 Woolpert Order No. 74333 CONTRACTOR: Woolpert, Inc. This task is for a high resolution data set of lidar covering approximately 1,845 square miles. The lidar data was acquired and processed under the requirements identified in this task order. Lidar data is a remotely sensed high resolution elevation data collected by an airborne platform. The lidar sensor uses a combination of laser range finding, GPS positioning, and inertial measurement technologies. The lidar systems collect data point clouds that are used to produce highly detailed Digital Elevation Models (DEMs) of the earth's terrain, man-made structures, and vegetation. The task required the LiDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. The final products include classified LAS, one (1) meter pixel raster DEMs of the bare-earth surface in ERDAS IMG Format, and 8-bit intensity images. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. Additional deliverables include hydrologic breakline data, control data, tile index, lidar processing and survey reports in PDF format, FGDC metadata files for each data deliverable in .xml format, and LAS swath data. Ground conditions: Water at normal levels; no unusual inundation; no snow; leaf off. Coastal tiles 18SVH065720 and 8SVH095690 contain no lidar points as they exist completely in water. A DEM IMG was generated for these two tiles as the digitized hydro breakline assumed the data extent in the area. As such only 2568 LAS and Intensity files will be delivered along with 2570 DEM IMG's.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Carroll/MD_carroll_aspect_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|MarylandDepartmentofInformationTechnology|DoIT|Aspect|Elevation|Carroll,2018-01-12T16:03:45.000Z,,,,"Howard County, Maryland|Manchester, Maryland|New Market, Maryland|Carroll County, Maryland|Taneytown, Maryland|Mount Airy, Maryland|Sykesville, Maryland|Baltimore County, Maryland|Westminster, Maryland|New Windsor, Maryland|Hampstead, Maryland|Union Bridge, Maryland|Frederick County, Maryland|Maryland","-77.3025,39.3404,-76.7857,39.7282",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/f2e7e67473454e12a3a6a10a7fd1adc1,,,,https://lidar.geodata.md.gov/imap/rest/services/Carroll/MD_carroll_aspect_m/ImageServer,f2e7e67473454e12a3a6a10a7fd1adc1,https://hub.arcgis.com/datasets/f2e7e67473454e12a3a6a10a7fd1adc1,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0031 MB
,Maryland LiDAR Carroll County - DEM Meters,"MD/PA Sandy Supplemental Lidar Data Acquisition and Processing Production Task USGS Contract No. G10PC00057 Task Order No. G14PD00397 Woolpert Order No. 74333 CONTRACTOR: Woolpert, Inc. This task is for a high resolution data set of lidar covering approximately 1,845 square miles. The lidar data was acquired and processed under the requirements identified in this task order. Lidar data is a remotely sensed high resolution elevation data collected by an airborne platform. The lidar sensor uses a combination of laser range finding, GPS positioning, and inertial measurement technologies. The lidar systems collect data point clouds that are used to produce highly detailed Digital Elevation Models (DEMs) of the earth's terrain, man-made structures, and vegetation. The task required the LiDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. The final products include classified LAS, one (1) meter pixel raster DEMs of the bare-earth surface in ERDAS IMG Format, and 8-bit intensity images. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. Additional deliverables include hydrologic breakline data, control data, tile index, lidar processing and survey reports in PDF format, FGDC metadata files for each data deliverable in .xml format, and LAS swath data. Ground conditions: Water at normal levels; no unusual inundation; no snow; leaf off. Coastal tiles 18SVH065720 and 8SVH095690 contain no lidar points as they exist completely in water. A DEM IMG was generated for these two tiles as the digitized hydro breakline assumed the data extent in the area. As such only 2568 LAS and Intensity files will be delivered along with 2570 DEM IMG's.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Carroll/MD_carroll_dem_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|MarylandDepartmentofInformationTechnology|DoIT|Elevation|Carroll|DEM,2018-01-12T16:18:24.000Z,,,,"Howard County, Maryland|Manchester, Maryland|New Market, Maryland|Carroll County, Maryland|Taneytown, Maryland|Mount Airy, Maryland|Sykesville, Maryland|Baltimore County, Maryland|Westminster, Maryland|New Windsor, Maryland|Hampstead, Maryland|Union Bridge, Maryland|Frederick County, Maryland|Maryland","-77.3025,39.3404,-76.7857,39.7282",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/ca97f707df1c446ea705a3e7bfc58ae2,,,,https://lidar.geodata.md.gov/imap/rest/services/Carroll/MD_carroll_dem_m/ImageServer,ca97f707df1c446ea705a3e7bfc58ae2,https://hub.arcgis.com/datasets/ca97f707df1c446ea705a3e7bfc58ae2,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0032 MB
,Maryland LiDAR Carroll County - Shaded Relief,"MD/PA Sandy Supplemental Lidar Data Acquisition and Processing Production Task USGS Contract No. G10PC00057 Task Order No. G14PD00397 Woolpert Order No. 74333 CONTRACTOR: Woolpert, Inc. This task is for a high resolution data set of lidar covering approximately 1,845 square miles. The lidar data was acquired and processed under the requirements identified in this task order. Lidar data is a remotely sensed high resolution elevation data collected by an airborne platform. The lidar sensor uses a combination of laser range finding, GPS positioning, and inertial measurement technologies. The lidar systems collect data point clouds that are used to produce highly detailed Digital Elevation Models (DEMs) of the earth's terrain, man-made structures, and vegetation. The task required the LiDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. The final products include classified LAS, one (1) meter pixel raster DEMs of the bare-earth surface in ERDAS IMG Format, and 8-bit intensity images. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. Additional deliverables include hydrologic breakline data, control data, tile index, lidar processing and survey reports in PDF format, FGDC metadata files for each data deliverable in .xml format, and LAS swath data. Ground conditions: Water at normal levels; no unusual inundation; no snow; leaf off. Coastal tiles 18SVH065720 and 8SVH095690 contain no lidar points as they exist completely in water. A DEM IMG was generated for these two tiles as the digitized hydro breakline assumed the data extent in the area. As such only 2568 LAS and Intensity files will be delivered along with 2570 DEM IMG's.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Carroll/MD_carroll_shadedRelief_RGB/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|MarylandDepartmentofInformationTechnology|DoIT|Elevation|Carroll|ShadedRelief,2018-01-12T16:26:38.000Z,,,,"Howard County, Maryland|Manchester, Maryland|New Market, Maryland|Carroll County, Maryland|Taneytown, Maryland|Mount Airy, Maryland|Sykesville, Maryland|Baltimore County, Maryland|Westminster, Maryland|New Windsor, Maryland|Hampstead, Maryland|Union Bridge, Maryland|Frederick County, Maryland|Maryland","-77.3025,39.3404,-76.7857,39.7282",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/ede2885970a14e85b733c5dc11a800c4,,,,https://lidar.geodata.md.gov/imap/rest/services/Carroll/MD_carroll_shadedRelief_RGB/ImageServer,ede2885970a14e85b733c5dc11a800c4,https://hub.arcgis.com/datasets/ede2885970a14e85b733c5dc11a800c4,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0031 MB
,Maryland LiDAR Wicomico County - DEM Feet,"Aerial Cartographics of America, Inc. collected LiDAR for over 681 square miles in Accomack, Dorchester, Somerset, Sussex, Wicomico, and Worchester Counties in Maryland, Delaware and Virginia. The nominal pulse spacing for this project was no greater than 0.7 meters. This project was collected with a Riegl LMS-Q680i Full Waveform LiDAR Sensor which collects an intensity value, GPS Week Time, Flightline and echo number attributes for each discrete pulse. Dewberry used proprietary procedures to classify the LAS into an initial ground surface. Dewberry used proprietary procedures to classify the LAS and then performed manual classifications according to project specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, and 10-Ignored Ground due to breakline proximity. Dewberry produced 3D breaklines and combined these with the final LiDAR data to produce seamless DTMs, DSMs and hydro flattened DEMs, for 833 tiles (1500 meters x 1500 meters) that cover the project area.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_dem_ft/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Wicomico|MarylandDepartmentofInformationTechnology|DoIT|DEM|Elevation,2018-01-25T18:50:37.000Z,,,,"Sharptown, Maryland|Pittsville, Maryland|Hebron, Maryland|Delmar, Maryland|Vienna, Maryland|Fruitland, Maryland|Mardela Springs, Maryland|Dorchester County, Maryland|Salisbury, Maryland|Willards, Maryland|Wicomico County, Maryland|Maryland","-75.9464,38.2262,-75.2903,38.5648",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/ed8e3abea7274e5383796f59545f3ac3,,,,https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_dem_ft/ImageServer,ed8e3abea7274e5383796f59545f3ac3,https://hub.arcgis.com/datasets/ed8e3abea7274e5383796f59545f3ac3,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0028 MB
,Maryland LiDAR Wicomico County - Slope,"Aerial Cartographics of America, Inc. collected LiDAR for over 681 square miles in Accomack, Dorchester, Somerset, Sussex, Wicomico, and Worchester Counties in Maryland, Delaware and Virginia. The nominal pulse spacing for this project was no greater than 0.7 meters. This project was collected with a Riegl LMS-Q680i Full Waveform LiDAR Sensor which collects an intensity value, GPS Week Time, Flightline and echo number attributes for each discrete pulse. Dewberry used proprietary procedures to classify the LAS into an initial ground surface. Dewberry used proprietary procedures to classify the LAS and then performed manual classifications according to project specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, and 10-Ignored Ground due to breakline proximity. Dewberry produced 3D breaklines and combined these with the final LiDAR data to produce seamless DTMs, DSMs and hydro flattened DEMs, for 833 tiles (1500 meters x 1500 meters) that cover the project area.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link: https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_slope_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Wicomico|MarylandDepartmentofInformationTechnology|DoIT|Slope|Elevation,2018-01-25T19:19:53.000Z,,,,"Sharptown, Maryland|Pittsville, Maryland|Hebron, Maryland|Delmar, Maryland|Vienna, Maryland|Fruitland, Maryland|Mardela Springs, Maryland|Dorchester County, Maryland|Salisbury, Maryland|Willards, Maryland|Wicomico County, Maryland|Maryland","-75.9464,38.2262,-75.2903,38.5648",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/7d93f6a4f02f4995b0a63d3482fb0753,,,,https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_slope_m/ImageServer,7d93f6a4f02f4995b0a63d3482fb0753,https://hub.arcgis.com/datasets/7d93f6a4f02f4995b0a63d3482fb0753,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0027 MB
,Maryland LiDAR Wicomico County - Shaded Relief,"Aerial Cartographics of America, Inc. collected LiDAR for over 681 square miles in Accomack, Dorchester, Somerset, Sussex, Wicomico, and Worchester Counties in Maryland, Delaware and Virginia. The nominal pulse spacing for this project was no greater than 0.7 meters. This project was collected with a Riegl LMS-Q680i Full Waveform LiDAR Sensor which collects an intensity value, GPS Week Time, Flightline and echo number attributes for each discrete pulse. Dewberry used proprietary procedures to classify the LAS into an initial ground surface. Dewberry used proprietary procedures to classify the LAS and then performed manual classifications according to project specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, and 10-Ignored Ground due to breakline proximity. Dewberry produced 3D breaklines and combined these with the final LiDAR data to produce seamless DTMs, DSMs and hydro flattened DEMs, for 833 tiles (1500 meters x 1500 meters) that cover the project area.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_shadedRelief_RGB/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Wicomico|MarylandDepartmentofInformationTechnology|DoIT|ShadedRelief|Elevation,2018-01-25T19:12:45.000Z,,,,"Sharptown, Maryland|Pittsville, Maryland|Hebron, Maryland|Delmar, Maryland|Vienna, Maryland|Fruitland, Maryland|Mardela Springs, Maryland|Dorchester County, Maryland|Salisbury, Maryland|Willards, Maryland|Wicomico County, Maryland|Maryland","-75.9464,38.2262,-75.2903,38.5648",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/ced30300fb524f2ba93ad1f7544211cc,,,,https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_shadedRelief_RGB/ImageServer,ced30300fb524f2ba93ad1f7544211cc,https://hub.arcgis.com/datasets/ced30300fb524f2ba93ad1f7544211cc,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0027 MB
,Maryland LiDAR Wicomico County - Hillshade,"Aerial Cartographics of America, Inc. collected LiDAR for over 681 square miles in Accomack, Dorchester, Somerset, Sussex, Wicomico, and Worchester Counties in Maryland, Delaware and Virginia. The nominal pulse spacing for this project was no greater than 0.7 meters. This project was collected with a Riegl LMS-Q680i Full Waveform LiDAR Sensor which collects an intensity value, GPS Week Time, Flightline and echo number attributes for each discrete pulse. Dewberry used proprietary procedures to classify the LAS into an initial ground surface. Dewberry used proprietary procedures to classify the LAS and then performed manual classifications according to project specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, and 10-Ignored Ground due to breakline proximity. Dewberry produced 3D breaklines and combined these with the final LiDAR data to produce seamless DTMs, DSMs and hydro flattened DEMs, for 833 tiles (1500 meters x 1500 meters) that cover the project area.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_hillshade_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Wicomico|MarylandDepartmentofInformationTechnology|DoIT|Hillshade|Elevation,2018-01-25T19:06:25.000Z,,,,"Sharptown, Maryland|Pittsville, Maryland|Hebron, Maryland|Delmar, Maryland|Vienna, Maryland|Fruitland, Maryland|Mardela Springs, Maryland|Dorchester County, Maryland|Salisbury, Maryland|Willards, Maryland|Wicomico County, Maryland|Maryland","-75.9464,38.2262,-75.2903,38.5648",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/f6f9f4355b994006a554de17d7ddaedf,,,,https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_hillshade_m/ImageServer,f6f9f4355b994006a554de17d7ddaedf,https://hub.arcgis.com/datasets/f6f9f4355b994006a554de17d7ddaedf,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0028 MB
,Maryland LiDAR Wicomico County - DEM Meters,"Aerial Cartographics of America, Inc. collected LiDAR for over 681 square miles in Accomack, Dorchester, Somerset, Sussex, Wicomico, and Worchester Counties in Maryland, Delaware and Virginia. The nominal pulse spacing for this project was no greater than 0.7 meters. This project was collected with a Riegl LMS-Q680i Full Waveform LiDAR Sensor which collects an intensity value, GPS Week Time, Flightline and echo number attributes for each discrete pulse. Dewberry used proprietary procedures to classify the LAS into an initial ground surface. Dewberry used proprietary procedures to classify the LAS and then performed manual classifications according to project specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, and 10-Ignored Ground due to breakline proximity. Dewberry produced 3D breaklines and combined these with the final LiDAR data to produce seamless DTMs, DSMs and hydro flattened DEMs, for 833 tiles (1500 meters x 1500 meters) that cover the project area.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_dem_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Wicomico|MarylandDepartmentofInformationTechnology|DoIT|DEM|Elevation,2018-01-25T18:59:06.000Z,,,,"Sharptown, Maryland|Pittsville, Maryland|Hebron, Maryland|Delmar, Maryland|Vienna, Maryland|Fruitland, Maryland|Mardela Springs, Maryland|Dorchester County, Maryland|Salisbury, Maryland|Willards, Maryland|Wicomico County, Maryland|Maryland","-75.9464,38.2262,-75.2903,38.5648",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/76a1b03fc76a47af8ad1328e5cbf996b,,,,https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_dem_m/ImageServer,76a1b03fc76a47af8ad1328e5cbf996b,https://hub.arcgis.com/datasets/76a1b03fc76a47af8ad1328e5cbf996b,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0029 MB
,Maryland LiDAR Wicomico County - Aspect,"Aerial Cartographics of America, Inc. collected LiDAR for over 681 square miles in Accomack, Dorchester, Somerset, Sussex, Wicomico, and Worchester Counties in Maryland, Delaware and Virginia. The nominal pulse spacing for this project was no greater than 0.7 meters. This project was collected with a Riegl LMS-Q680i Full Waveform LiDAR Sensor which collects an intensity value, GPS Week Time, Flightline and echo number attributes for each discrete pulse. Dewberry used proprietary procedures to classify the LAS into an initial ground surface. Dewberry used proprietary procedures to classify the LAS and then performed manual classifications according to project specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, and 10-Ignored Ground due to breakline proximity. Dewberry produced 3D breaklines and combined these with the final LiDAR data to produce seamless DTMs, DSMs and hydro flattened DEMs, for 833 tiles (1500 meters x 1500 meters) that cover the project area.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_aspect_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Wicomico|MarylandDepartmentofInformationTechnology|DoIT|Aspect|Elevation,2018-01-25T18:42:58.000Z,,,,"Sharptown, Maryland|Pittsville, Maryland|Hebron, Maryland|Delmar, Maryland|Vienna, Maryland|Fruitland, Maryland|Mardela Springs, Maryland|Dorchester County, Maryland|Salisbury, Maryland|Willards, Maryland|Wicomico County, Maryland|Maryland","-75.9464,38.2262,-75.2903,38.5648",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/90a43fe4b44748d9b1161f822fb90b84,,,,https://lidar.geodata.md.gov/imap/rest/services/Wicomico/MD_wicomico_aspect_m/ImageServer,90a43fe4b44748d9b1161f822fb90b84,https://hub.arcgis.com/datasets/90a43fe4b44748d9b1161f822fb90b84,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0027 MB
,Maryland LiDAR Statewide - Hillshade,"This statewide product was created and will continue to be maintained by the Eastern Shore Regional GIS Cooperative (ESRGC). It's a comprehensive mosaic of the most current LiDAR available for the State of Maryland.The creation and maintenance of this dataset, along with the creation of its services, was funded by the Maryland Department of Information Technology.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Statewide/MD_statewide_hillshade_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Statewide|MarylandDepartmentofInformationTechnology|DoIT|Hillshade|Elevation,2018-01-25T13:50:45.000Z,,,,"Cambridge, Maryland|Greensboro, Maryland|Kitzmiller, Maryland|Fruitland, Maryland|Oxford, Maryland|Middletown, Maryland|New Windsor, Maryland|Chevy Chase Section 3, Maryland|Marydel, Maryland|Rising Sun, Maryland|Smithsburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Edmonston, Maryland|Pocomoke City, Maryland|New Market, Maryland|Church Hill, Maryland|Friendsville, Maryland|District Heights, Maryland|Funkstown, Maryland|Centreville, Maryland|Brunswick, Maryland|Williamsport, Maryland|Port Tobacco, Maryland|Prince George's County, Maryland|Annapolis, Maryland|Harford County, Maryland|Glenarden, Maryland|Goldsboro, Maryland|Brookeville, Maryland|Sharpsburg, Maryland|Ridgely, Maryland|Accident, Maryland|Barclay, Maryland|Delmar, Maryland|Somerset County, Maryland|Mountain Lake Park, Maryland|Oakland, Maryland|Kent County, Maryland|Cheverly, Maryland|Frederick, Maryland|Highland Beach, Maryland|Takoma Park, Maryland|Westernport, Maryland|Salisbury, Maryland|Keedysville, Maryland|Crisfield, Maryland|Queen Anne, Maryland|Henderson, Maryland|Anne Arundel County, Maryland|Federalsburg, Maryland|Riverdale Park, Maryland|Hillsboro, Maryland|Denton, Maryland|Cecil County, Maryland|New Carrollton, Maryland|Woodsboro, Maryland|St. Michaels, Maryland|Cecilton, Maryland|University Park, Maryland|Hebron, Maryland|Eagle Harbor, Maryland|Vienna, Maryland|Charlestown, Maryland|Thurmont, Maryland|Chestertown, Maryland|Princess Anne, Maryland|Seat Pleasant, Maryland|Garrett Park, Maryland|Millington, Maryland|Grantsville, Maryland|Hagerstown, Maryland|Brookview, Maryland|Washington Grove, Maryland|Martins Additions, Maryland|Baltimore County, Maryland|Port Deposit, Maryland|Brentwood, Maryland|Sudlersville, Maryland|Templeville, Maryland|Somerset, Maryland|Cumberland, Maryland|Secretary, Maryland|Indian Head, Maryland|Calvert County, Maryland|Hancock, Maryland|Galestown, Maryland|Queenstown, Maryland|Gaithersburg, Maryland|Loch Lynn Heights, Maryland|Ocean City, Maryland|Willards, Maryland|Washington County, Maryland|Union Bridge, Maryland|Garrett County, Maryland|Rosemont, Maryland|Rock Hall, Maryland|College Park, Maryland|North Beach, Maryland|Berlin, Maryland|Upper Marlboro, Maryland|Myersville, Maryland|Westminster, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|Elkton, Maryland|Hurlock, Maryland|Forest Heights, Maryland|Havre De Grace, Maryland|Church Creek, Maryland|Howard County, Maryland|Queen Anne's County, Maryland|Laurel, Maryland|Frostburg, Maryland|Bowie, Maryland|Mount Airy, Maryland|Poolesville, Maryland|La Plata, Maryland|Baltimore City, Maryland|Bel Air, Maryland|Kensington, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|St. Mary's County, Maryland|Chevy Chase Town, Maryland|Snow Hill, Maryland|Luke, Maryland|Walkersville, Maryland|Mount Rainier, Maryland|Glen Echo, Maryland|Manchester, Maryland|Wicomico County, Maryland|Burkittsville, Maryland|Pittsville, Maryland|Eldorado, Maryland|Sykesville, Maryland|Easton, Maryland|Laytonsville, Maryland|Montgomery County, Maryland|Hampstead, Maryland|Aberdeen, Maryland|Landover Hills, Maryland|Chesapeake City, Maryland|Frederick County, Maryland|Chesapeake Beach, Maryland|Capitol Heights, Maryland|Sharptown, Maryland|Lonaconing, Maryland|Morningside, Maryland|Allegany County, Maryland|Carroll County, Maryland|Caroline County, Maryland|Barton, Maryland|Deer Park, Maryland|Dorchester County, Maryland|North East, Maryland|East New Market, Maryland|Talbot County, Maryland|Betterton, Maryland|Baltimore City County, Maryland|Colmar Manor, Maryland|Fairmount Heights, Maryland|Taneytown, Maryland|Hyattsville, Maryland|Greenbelt, Maryland|Midland, Maryland|Perryville, Maryland|Boonsboro, Maryland|Charles County, Maryland|Worcester County, Maryland|Berwyn Heights, Maryland|Emmitsburg, Maryland|Chevy Chase Village, Maryland|Trappe, Maryland|Clear Spring, Maryland|Mardela Springs, Maryland|Cottage City, Maryland|Leonardtown, Maryland|Preston, Maryland|Bladensburg, Maryland|Galena, Maryland|Maryland","-79.4666,37.8778,-75.0109,39.7544",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/420fcb82b2034967a2cf3afbdd88ba25,,,,https://lidar.geodata.md.gov/imap/rest/services/Statewide/MD_statewide_hillshade_m/ImageServer,420fcb82b2034967a2cf3afbdd88ba25,https://hub.arcgis.com/datasets/420fcb82b2034967a2cf3afbdd88ba25,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0025 MB
